content,rate,date,customer_id,owner_id,reservation_id
جيدة,5,6/8/2034,3308,64,3812
ممتازة,1,6/9/2034,626,20,3813
خدمة رائعة,5,6/10/2034,3616,10,3814
جيدة,1,6/11/2034,4082,89,3815
ممتازة,1,6/12/2034,4672,24,3816
خدمة رائعة,3,6/13/2034,4613,22,3817
جيدة,1,6/14/2034,4392,82,3818
ممتازة,5,6/15/2034,2533,40,3819
خدمة رائعة,2,6/16/2034,4769,71,3820
جيدة,2,6/17/2034,2128,25,3821
ممتازة,3,6/18/2034,2326,56,3822
خدمة رائعة,5,6/19/2034,785,88,3823
جيدة,3,6/20/2034,1658,20,3824
ممتازة,1,6/21/2034,2336,29,3825
خدمة رائعة,3,6/22/2034,3625,79,3826
جيدة,4,6/23/2034,1055,82,3827
ممتازة,5,6/24/2034,3122,38,3828
خدمة رائعة,1,6/25/2034,4071,98,3829
جيدة,3,6/26/2034,3696,43,3830
ممتازة,3,6/27/2034,1093,13,3831
خدمة رائعة,3,6/28/2034,442,40,3832
جيدة,4,6/29/2034,4457,78,3833
ممتازة,5,6/30/2034,4255,19,3834
خدمة رائعة,4,7/1/2034,4099,27,3835
جيدة,5,7/2/2034,4092,57,3836
ممتازة,3,7/3/2034,4449,2,3837
خدمة رائعة,3,7/4/2034,4015,24,3838
جيدة,3,7/5/2034,4296,83,3839
ممتازة,1,7/6/2034,4191,96,3840
خدمة رائعة,4,7/7/2034,262,29,3841
جيدة,4,7/8/2034,659,60,3842
ممتازة,1,7/9/2034,4686,32,3843
خدمة رائعة,3,7/10/2034,4341,23,3844
جيدة,4,7/11/2034,4105,61,3845
ممتازة,2,7/12/2034,774,64,3846
خدمة رائعة,5,7/13/2034,3239,38,3847
جيدة,1,7/14/2034,1783,73,3848
ممتازة,3,7/15/2034,3025,10,3849
خدمة رائعة,4,7/16/2034,4009,67,3850
جيدة,2,7/17/2034,3874,90,3851
ممتازة,3,7/18/2034,3284,32,3852
خدمة رائعة,2,7/19/2034,3797,33,3853
جيدة,5,7/20/2034,141,38,3854
ممتازة,2,7/21/2034,3203,68,3855
خدمة رائعة,2,7/22/2034,4925,77,3856
جيدة,4,7/23/2034,1880,80,3857
ممتازة,1,7/24/2034,3060,86,3858
خدمة رائعة,5,7/25/2034,1036,23,3859
جيدة,5,7/26/2034,3083,78,3860
ممتازة,3,7/27/2034,2459,41,3861
خدمة رائعة,1,7/28/2034,2171,83,3862
جيدة,1,7/29/2034,41,56,3863
ممتازة,5,7/30/2034,4521,46,3864
خدمة رائعة,3,7/31/2034,1567,11,3865
جيدة,5,8/1/2034,303,67,3866
ممتازة,2,8/2/2034,3506,30,3867
خدمة رائعة,4,8/3/2034,3178,42,3868
جيدة,5,8/4/2034,2380,51,3869
ممتازة,3,8/5/2034,2152,92,3870
خدمة رائعة,3,8/6/2034,2871,8,3871
جيدة,5,8/7/2034,747,41,3872
ممتازة,5,8/8/2034,4560,34,3873
خدمة رائعة,3,8/9/2034,307,87,3874
جيدة,1,8/10/2034,4149,99,3875
ممتازة,5,8/11/2034,4120,57,3876
خدمة رائعة,5,8/12/2034,4989,97,3877
جيدة,4,8/13/2034,2685,11,3878
ممتازة,4,8/14/2034,3263,67,3879
خدمة رائعة,2,8/15/2034,988,39,3880
جيدة,5,8/16/2034,3430,38,3881
ممتازة,5,8/17/2034,4176,73,3882
خدمة رائعة,3,8/18/2034,4359,72,3883
جيدة,3,8/19/2034,2819,78,3884
ممتازة,5,8/20/2034,2024,21,3885
خدمة رائعة,4,8/21/2034,1813,29,3886
جيدة,5,8/22/2034,4825,19,3887
ممتازة,2,8/23/2034,4794,69,3888
خدمة رائعة,5,8/24/2034,3603,85,3889
جيدة,5,8/25/2034,2708,23,3890
ممتازة,1,8/26/2034,4946,35,3891
خدمة رائعة,4,8/27/2034,3567,15,3892
جيدة,5,8/28/2034,2269,72,3893
ممتازة,3,8/29/2034,4312,76,3894
خدمة رائعة,4,8/30/2034,2700,42,3895
جيدة,5,8/31/2034,2164,10,3896
ممتازة,5,9/1/2034,3341,54,3897
خدمة رائعة,5,9/2/2034,1521,85,3898
جيدة,2,9/3/2034,3907,29,3899
ممتازة,5,9/4/2034,931,65,3900
خدمة رائعة,2,9/5/2034,4026,68,3901
جيدة,4,9/6/2034,2212,51,3902
ممتازة,4,9/7/2034,357,36,3903
خدمة رائعة,5,9/8/2034,976,25,3904
جيدة,5,9/9/2034,1059,26,3905
ممتازة,3,9/10/2034,197,3,3906
خدمة رائعة,4,9/11/2034,3778,52,3907
جيدة,3,9/12/2034,430,58,3908
ممتازة,2,9/13/2034,2953,92,3909
خدمة رائعة,3,9/14/2034,3670,40,3910
جيدة,1,9/15/2034,2667,32,3911
ممتازة,4,9/16/2034,204,19,3912
خدمة رائعة,3,9/17/2034,2237,26,3913
جيدة,1,9/18/2034,1409,50,3914
ممتازة,4,9/19/2034,2102,44,3915
خدمة رائعة,1,9/20/2034,3601,17,3916
جيدة,3,9/21/2034,1121,94,3917
ممتازة,4,9/22/2034,4277,52,3918
خدمة رائعة,5,9/23/2034,2838,72,3919
جيدة,1,9/24/2034,1078,25,3920
ممتازة,4,9/25/2034,4709,9,3921
خدمة رائعة,3,9/26/2034,3118,97,3922
جيدة,5,9/27/2034,312,37,3923
ممتازة,1,9/28/2034,1155,1,3924
خدمة رائعة,5,9/29/2034,2264,57,3925
جيدة,4,9/30/2034,3342,4,3926
ممتازة,1,10/1/2034,1106,14,3927
خدمة رائعة,1,10/2/2034,730,6,3928
جيدة,5,10/3/2034,4012,94,3929
ممتازة,4,10/4/2034,18,68,3930
خدمة رائعة,3,10/5/2034,4282,62,3931
جيدة,5,10/6/2034,1393,25,3932
ممتازة,4,10/7/2034,3192,45,3933
خدمة رائعة,2,10/8/2034,3615,83,3934
جيدة,4,10/9/2034,1944,32,3935
ممتازة,5,10/10/2034,1451,94,3936
خدمة رائعة,4,10/11/2034,1261,28,3937
جيدة,1,10/12/2034,881,54,3938
ممتازة,5,10/13/2034,3332,70,3939
خدمة رائعة,1,10/14/2034,3266,92,3940
جيدة,4,10/15/2034,1053,44,3941
ممتازة,2,10/16/2034,3894,67,3942
خدمة رائعة,5,10/17/2034,4273,28,3943
جيدة,1,10/18/2034,3320,1,3944
ممتازة,3,10/19/2034,3781,7,3945
خدمة رائعة,4,10/20/2034,4698,49,3946
جيدة,3,10/21/2034,3852,69,3947
ممتازة,2,10/22/2034,2509,99,3948
خدمة رائعة,5,10/23/2034,2177,84,3949
جيدة,4,10/24/2034,1372,24,3950
ممتازة,3,10/25/2034,4691,43,3951
خدمة رائعة,4,10/26/2034,2908,10,3952
جيدة,1,10/27/2034,759,4,3953
ممتازة,3,10/28/2034,3124,33,3954
خدمة رائعة,3,10/29/2034,3333,77,3955
جيدة,5,10/30/2034,3370,11,3956
ممتازة,3,10/31/2034,3658,24,3957
خدمة رائعة,1,11/1/2034,2137,74,3958
جيدة,5,11/2/2034,3670,93,3959
ممتازة,2,11/3/2034,101,99,3960
خدمة رائعة,1,11/4/2034,3093,77,3961
جيدة,3,11/5/2034,2751,22,3962
ممتازة,3,11/6/2034,4842,12,3963
خدمة رائعة,4,11/7/2034,1874,78,3964
جيدة,1,11/8/2034,4,42,3965
ممتازة,2,11/9/2034,2123,27,3966
خدمة رائعة,4,11/10/2034,408,2,3967
جيدة,3,11/11/2034,530,71,3968
ممتازة,2,11/12/2034,2963,1,3969
خدمة رائعة,3,11/13/2034,2350,5,3970
جيدة,2,11/14/2034,4742,69,3971
ممتازة,2,11/15/2034,1274,30,3972
خدمة رائعة,5,11/16/2034,683,36,3973
جيدة,3,11/17/2034,3754,2,3974
ممتازة,5,11/18/2034,3438,23,3975
خدمة رائعة,3,11/19/2034,624,63,3976
جيدة,3,11/20/2034,1815,24,3977
ممتازة,1,11/21/2034,808,57,3978
خدمة رائعة,2,11/22/2034,4833,89,3979
جيدة,1,11/23/2034,327,52,3980
ممتازة,5,11/24/2034,2653,65,3981
خدمة رائعة,3,11/25/2034,4554,67,3982
جيدة,4,11/26/2034,1153,86,3983
ممتازة,1,11/27/2034,480,78,3984
خدمة رائعة,1,11/28/2034,1321,59,3985
جيدة,4,11/29/2034,2740,63,3986
ممتازة,1,11/30/2034,2528,29,3987
خدمة رائعة,2,12/1/2034,1472,45,3988
جيدة,2,12/2/2034,3934,29,3989
ممتازة,3,12/3/2034,1366,32,3990
خدمة رائعة,5,12/4/2034,4619,29,3991
جيدة,5,12/5/2034,3946,15,3992
ممتازة,2,12/6/2034,2077,50,3993
خدمة رائعة,5,12/7/2034,1649,76,3994
جيدة,5,12/8/2034,2260,2,3995
ممتازة,3,12/9/2034,4366,51,3996
خدمة رائعة,4,12/10/2034,3033,96,3997
جيدة,5,12/11/2034,4391,10,3998
ممتازة,3,12/12/2034,4430,74,3999
خدمة رائعة,3,12/13/2034,1518,10,4000
جيدة,4,12/14/2034,2873,8,4001
ممتازة,2,12/15/2034,473,50,4002
خدمة رائعة,5,12/16/2034,3499,70,4003
جيدة,2,12/17/2034,1954,27,4004
ممتازة,5,12/18/2034,3267,26,4005
خدمة رائعة,5,12/19/2034,2551,50,4006
جيدة,3,12/20/2034,929,26,4007
ممتازة,2,12/21/2034,2231,14,4008
خدمة رائعة,3,12/22/2034,3853,34,4009
جيدة,3,12/23/2034,4067,88,4010
ممتازة,5,12/24/2034,645,29,4011
خدمة رائعة,5,12/25/2034,4744,52,4012
جيدة,5,12/26/2034,170,74,4013
ممتازة,2,12/27/2034,1570,52,4014
خدمة رائعة,1,12/28/2034,1627,55,4015
جيدة,5,12/29/2034,739,35,4016
ممتازة,2,12/30/2034,3804,90,4017
خدمة رائعة,3,12/31/2034,2589,8,4018
جيدة,5,1/1/2035,1978,97,4019
ممتازة,3,1/2/2035,4757,59,4020
خدمة رائعة,3,1/3/2035,1452,19,4021
جيدة,2,1/4/2035,2668,88,4022
ممتازة,1,1/5/2035,3517,31,4023
خدمة رائعة,4,1/6/2035,2094,82,4024
جيدة,1,1/7/2035,1151,73,4025
ممتازة,4,1/8/2035,4971,70,4026
خدمة رائعة,3,1/9/2035,25,100,4027
جيدة,3,1/10/2035,4523,65,4028
ممتازة,1,1/11/2035,822,42,4029
خدمة رائعة,4,1/12/2035,4808,18,4030
جيدة,1,1/13/2035,3631,35,4031
ممتازة,4,1/14/2035,3897,12,4032
خدمة رائعة,3,1/15/2035,1,37,4033
جيدة,4,1/16/2035,1196,15,4034
ممتازة,1,1/17/2035,1350,56,4035
خدمة رائعة,5,1/18/2035,1956,5,4036
جيدة,3,1/19/2035,2621,51,4037
ممتازة,2,1/20/2035,936,80,4038
خدمة رائعة,4,1/21/2035,1072,19,4039
جيدة,2,1/22/2035,2246,78,4040
ممتازة,5,1/23/2035,63,60,4041
خدمة رائعة,1,1/24/2035,3715,88,4042
جيدة,2,1/25/2035,4532,47,4043
ممتازة,5,1/26/2035,885,64,4044
خدمة رائعة,3,1/27/2035,3439,97,4045
جيدة,1,1/28/2035,2282,2,4046
ممتازة,5,1/29/2035,1657,5,4047
خدمة رائعة,5,1/30/2035,4951,17,4048
جيدة,1,1/31/2035,4017,13,4049
ممتازة,5,2/1/2035,770,39,4050
خدمة رائعة,3,2/2/2035,1476,53,4051
جيدة,2,2/3/2035,1936,86,4052
ممتازة,2,2/4/2035,1815,68,4053
خدمة رائعة,5,2/5/2035,1746,87,4054
جيدة,1,2/6/2035,563,93,4055
ممتازة,2,2/7/2035,4950,74,4056
خدمة رائعة,2,2/8/2035,1686,43,4057
جيدة,3,2/9/2035,4618,60,4058
ممتازة,4,2/10/2035,3106,95,4059
خدمة رائعة,3,2/11/2035,1417,83,4060
جيدة,4,2/12/2035,4983,28,4061
ممتازة,2,2/13/2035,1918,64,4062
خدمة رائعة,2,2/14/2035,3163,86,4063
جيدة,4,2/15/2035,3922,22,4064
ممتازة,3,2/16/2035,1137,4,4065
خدمة رائعة,5,2/17/2035,1499,17,4066
جيدة,2,2/18/2035,985,5,4067
ممتازة,1,2/19/2035,453,36,4068
خدمة رائعة,2,2/20/2035,4535,37,4069
جيدة,3,2/21/2035,1474,88,4070
ممتازة,3,2/22/2035,3156,4,4071
خدمة رائعة,2,2/23/2035,2947,51,4072
جيدة,1,2/24/2035,3136,1,4073
ممتازة,5,2/25/2035,4644,88,4074
خدمة رائعة,5,2/26/2035,2769,31,4075
جيدة,3,2/27/2035,196,4,4076
ممتازة,5,2/28/2035,272,92,4077
خدمة رائعة,1,3/1/2035,3715,16,4078
جيدة,5,3/2/2035,1044,67,4079
ممتازة,4,3/3/2035,1817,80,4080
خدمة رائعة,4,3/4/2035,1167,64,4081
جيدة,2,3/5/2035,2965,43,4082
ممتازة,4,3/6/2035,863,27,4083
خدمة رائعة,1,3/7/2035,1908,74,4084
جيدة,2,3/8/2035,1786,32,4085
ممتازة,2,3/9/2035,4020,25,4086
خدمة رائعة,2,3/10/2035,943,72,4087
جيدة,5,3/11/2035,1147,57,4088
ممتازة,1,3/12/2035,3699,51,4089
خدمة رائعة,3,3/13/2035,3097,2,4090
جيدة,5,3/14/2035,2337,46,4091
ممتازة,4,3/15/2035,2555,16,4092
خدمة رائعة,1,3/16/2035,418,67,4093
جيدة,2,3/17/2035,3196,56,4094
ممتازة,3,3/18/2035,1363,9,4095
خدمة رائعة,4,3/19/2035,340,68,4096
جيدة,1,3/20/2035,2323,4,4097
ممتازة,5,3/21/2035,2051,30,4098
خدمة رائعة,3,3/22/2035,2542,2,4099
جيدة,1,3/23/2035,1172,97,4100
ممتازة,3,3/24/2035,498,99,4101
خدمة رائعة,5,3/25/2035,2417,46,4102
جيدة,4,3/26/2035,4445,55,4103
ممتازة,3,3/27/2035,2519,93,4104
خدمة رائعة,3,3/28/2035,981,46,4105
جيدة,2,3/29/2035,2672,94,4106
ممتازة,2,3/30/2035,3443,17,4107
خدمة رائعة,3,3/31/2035,2965,2,4108
جيدة,4,4/1/2035,4145,90,4109
ممتازة,1,4/2/2035,888,51,4110
خدمة رائعة,2,4/3/2035,1062,52,4111
جيدة,2,4/4/2035,1313,75,4112
ممتازة,5,4/5/2035,788,63,4113
خدمة رائعة,5,4/6/2035,556,12,4114
جيدة,3,4/7/2035,99,7,4115
ممتازة,5,4/8/2035,4565,86,4116
خدمة رائعة,2,4/9/2035,4155,18,4117
جيدة,3,4/10/2035,4388,83,4118
ممتازة,5,4/11/2035,3210,97,4119
خدمة رائعة,2,4/12/2035,20,14,4120
جيدة,3,4/13/2035,2674,78,4121
ممتازة,2,4/14/2035,651,49,4122
خدمة رائعة,4,4/15/2035,142,67,4123
جيدة,1,4/16/2035,3437,39,4124
ممتازة,1,4/17/2035,3416,24,4125
خدمة رائعة,4,4/18/2035,1907,14,4126
جيدة,1,4/19/2035,3182,37,4127
ممتازة,1,4/20/2035,1890,12,4128
خدمة رائعة,1,4/21/2035,4919,62,4129
جيدة,4,4/22/2035,3939,19,4130
ممتازة,3,4/23/2035,4319,92,4131
خدمة رائعة,5,4/24/2035,1468,39,4132
جيدة,2,4/25/2035,667,19,4133
ممتازة,1,4/26/2035,487,48,4134
خدمة رائعة,4,4/27/2035,3424,96,4135
جيدة,1,4/28/2035,3456,73,4136
ممتازة,3,4/29/2035,336,18,4137
خدمة رائعة,2,4/30/2035,2871,23,4138
جيدة,2,5/1/2035,3174,5,4139
ممتازة,4,5/2/2035,1755,85,4140
خدمة رائعة,3,5/3/2035,4697,21,4141
جيدة,5,5/4/2035,1150,82,4142
ممتازة,3,5/5/2035,4623,35,4143
خدمة رائعة,2,5/6/2035,1567,11,4144
جيدة,1,5/7/2035,2957,33,4145
ممتازة,2,5/8/2035,3365,32,4146
خدمة رائعة,1,5/9/2035,1288,34,4147
جيدة,3,5/10/2035,1736,77,4148
ممتازة,3,5/11/2035,571,75,4149
خدمة رائعة,5,5/12/2035,1905,39,4150
جيدة,4,5/13/2035,2482,44,4151
ممتازة,4,5/14/2035,4400,67,4152
خدمة رائعة,3,5/15/2035,996,5,4153
جيدة,5,5/16/2035,2824,48,4154
ممتازة,1,5/17/2035,907,28,4155
خدمة رائعة,2,5/18/2035,3215,50,4156
جيدة,5,5/19/2035,757,1,4157
ممتازة,1,5/20/2035,504,13,4158
خدمة رائعة,1,5/21/2035,1640,51,4159
جيدة,3,5/22/2035,4231,32,4160
ممتازة,3,5/23/2035,3116,69,4161
خدمة رائعة,4,5/24/2035,1073,22,4162
جيدة,2,5/25/2035,1024,91,4163
ممتازة,4,5/26/2035,2836,92,4164
خدمة رائعة,5,5/27/2035,3335,69,4165
جيدة,1,5/28/2035,1120,28,4166
ممتازة,3,5/29/2035,4899,20,4167
خدمة رائعة,1,5/30/2035,3506,89,4168
جيدة,3,5/31/2035,189,37,4169
ممتازة,2,6/1/2035,715,78,4170
خدمة رائعة,1,6/2/2035,2091,30,4171
جيدة,5,6/3/2035,356,46,4172
ممتازة,2,6/4/2035,2273,81,4173
خدمة رائعة,1,6/5/2035,1356,1,4174
جيدة,2,6/6/2035,1096,61,4175
ممتازة,2,6/7/2035,2191,3,4176
خدمة رائعة,3,6/8/2035,1840,47,4177
جيدة,1,6/9/2035,3199,7,4178
ممتازة,1,6/10/2035,2158,69,4179
خدمة رائعة,3,6/11/2035,2953,89,4180
جيدة,4,6/12/2035,4136,65,4181
ممتازة,1,6/13/2035,1424,81,4182
خدمة رائعة,3,6/14/2035,3240,34,4183
جيدة,2,6/15/2035,4159,24,4184
ممتازة,5,6/16/2035,128,73,4185
خدمة رائعة,5,6/17/2035,3189,19,4186
جيدة,3,6/18/2035,3816,72,4187
ممتازة,5,6/19/2035,1814,77,4188
خدمة رائعة,4,6/20/2035,439,95,4189
جيدة,1,6/21/2035,4150,31,4190
ممتازة,4,6/22/2035,141,91,4191
خدمة رائعة,5,6/23/2035,2569,48,4192
جيدة,3,6/24/2035,2145,61,4193
ممتازة,2,6/25/2035,1592,86,4194
خدمة رائعة,1,6/26/2035,971,11,4195
جيدة,5,6/27/2035,3553,25,4196
ممتازة,4,6/28/2035,1,38,4197
خدمة رائعة,3,6/29/2035,3281,12,4198
جيدة,1,6/30/2035,2141,26,4199
ممتازة,1,7/1/2035,4554,49,4200
خدمة رائعة,3,7/2/2035,4077,53,4201
جيدة,4,7/3/2035,2110,80,4202
ممتازة,5,7/4/2035,3216,33,4203
خدمة رائعة,3,7/5/2035,3215,59,4204
جيدة,2,7/6/2035,3901,63,4205
ممتازة,3,7/7/2035,384,28,4206
خدمة رائعة,5,7/8/2035,1905,48,4207
جيدة,1,7/9/2035,3764,39,4208
ممتازة,1,7/10/2035,103,84,4209
خدمة رائعة,3,7/11/2035,4068,76,4210
جيدة,3,7/12/2035,705,79,4211
ممتازة,1,7/13/2035,1160,45,4212
خدمة رائعة,3,7/14/2035,4650,77,4213
جيدة,1,7/15/2035,135,99,4214
ممتازة,5,7/16/2035,2818,21,4215
خدمة رائعة,4,7/17/2035,2658,42,4216
جيدة,4,7/18/2035,1845,25,4217
ممتازة,3,7/19/2035,1938,79,4218
خدمة رائعة,1,7/20/2035,3831,25,4219
جيدة,1,7/21/2035,4092,29,4220
ممتازة,4,7/22/2035,3622,75,4221
خدمة رائعة,4,7/23/2035,1042,81,4222
جيدة,3,7/24/2035,1756,36,4223
ممتازة,2,7/25/2035,3164,97,4224
خدمة رائعة,2,7/26/2035,4831,44,4225
جيدة,4,7/27/2035,136,25,4226
ممتازة,2,7/28/2035,2837,89,4227
خدمة رائعة,2,7/29/2035,1035,23,4228
جيدة,4,7/30/2035,23,24,4229
ممتازة,4,7/31/2035,1950,21,4230
خدمة رائعة,5,8/1/2035,4355,15,4231
جيدة,4,8/2/2035,355,93,4232
ممتازة,4,8/3/2035,4851,20,4233
خدمة رائعة,5,8/4/2035,1358,51,4234
جيدة,4,8/5/2035,4833,100,4235
ممتازة,3,8/6/2035,878,21,4236
خدمة رائعة,2,8/7/2035,3206,34,4237
جيدة,2,8/8/2035,1613,86,4238
ممتازة,2,8/9/2035,4957,73,4239
خدمة رائعة,1,8/10/2035,3346,45,4240
جيدة,4,8/11/2035,3162,15,4241
ممتازة,4,8/12/2035,3713,26,4242
خدمة رائعة,2,8/13/2035,4218,88,4243
جيدة,5,8/14/2035,3483,61,4244
ممتازة,1,8/15/2035,4951,59,4245
خدمة رائعة,3,8/16/2035,3933,51,4246
جيدة,5,8/17/2035,2530,84,4247
ممتازة,5,8/18/2035,1889,21,4248
خدمة رائعة,5,8/19/2035,874,13,4249
جيدة,3,8/20/2035,3564,10,4250
ممتازة,2,8/21/2035,3270,6,4251
خدمة رائعة,1,8/22/2035,729,98,4252
جيدة,2,8/23/2035,3998,25,4253
ممتازة,4,8/24/2035,4858,8,4254
خدمة رائعة,5,8/25/2035,2170,14,4255
جيدة,5,8/26/2035,864,88,4256
ممتازة,3,8/27/2035,2650,64,4257
خدمة رائعة,5,8/28/2035,3097,18,4258
جيدة,5,8/29/2035,3252,18,4259
ممتازة,5,8/30/2035,3454,25,4260
خدمة رائعة,3,8/31/2035,2142,62,4261
جيدة,5,9/1/2035,3066,17,4262
ممتازة,2,9/2/2035,470,83,4263
خدمة رائعة,2,9/3/2035,4546,97,4264
جيدة,2,9/4/2035,3681,61,4265
ممتازة,1,9/5/2035,1751,82,4266
خدمة رائعة,2,9/6/2035,1331,31,4267
جيدة,5,9/7/2035,955,21,4268
ممتازة,3,9/8/2035,4072,75,4269
خدمة رائعة,2,9/9/2035,602,51,4270
جيدة,2,9/10/2035,2560,6,4271
ممتازة,4,9/11/2035,1607,41,4272
خدمة رائعة,1,9/12/2035,3363,12,4273
جيدة,2,9/13/2035,4253,25,4274
ممتازة,5,9/14/2035,202,6,4275
خدمة رائعة,4,9/15/2035,242,26,4276
جيدة,2,9/16/2035,3801,5,4277
ممتازة,1,9/17/2035,1478,53,4278
خدمة رائعة,5,9/18/2035,216,93,4279
جيدة,3,9/19/2035,1085,72,4280
ممتازة,5,9/20/2035,4014,5,4281
خدمة رائعة,4,9/21/2035,1413,37,4282
جيدة,2,9/22/2035,512,92,4283
ممتازة,4,9/23/2035,455,43,4284
خدمة رائعة,1,9/24/2035,4591,97,4285
جيدة,4,9/25/2035,1325,44,4286
ممتازة,5,9/26/2035,4724,19,4287
خدمة رائعة,3,9/27/2035,632,16,4288
جيدة,4,9/28/2035,3636,29,4289
ممتازة,1,9/29/2035,4815,15,4290
خدمة رائعة,4,9/30/2035,3075,76,4291
جيدة,3,10/1/2035,247,95,4292
ممتازة,4,10/2/2035,1648,5,4293
خدمة رائعة,3,10/3/2035,144,3,4294
جيدة,1,10/4/2035,2093,64,4295
ممتازة,2,10/5/2035,671,53,4296
خدمة رائعة,4,10/6/2035,2954,9,4297
جيدة,4,10/7/2035,3519,4,4298
ممتازة,5,10/8/2035,3680,33,4299
خدمة رائعة,4,10/9/2035,3464,72,4300
جيدة,1,10/10/2035,2976,90,4301
ممتازة,3,10/11/2035,2265,17,4302
خدمة رائعة,3,10/12/2035,2751,66,4303
جيدة,2,10/13/2035,3032,97,4304
ممتازة,2,10/14/2035,11,36,4305
خدمة رائعة,3,10/15/2035,3406,85,4306
جيدة,5,10/16/2035,1157,47,4307
ممتازة,2,10/17/2035,158,46,4308
خدمة رائعة,5,10/18/2035,3748,83,4309
جيدة,3,10/19/2035,2552,41,4310
ممتازة,5,10/20/2035,1808,52,4311
خدمة رائعة,1,10/21/2035,4762,87,4312
جيدة,3,10/22/2035,1114,22,4313
ممتازة,5,10/23/2035,2628,88,4314
خدمة رائعة,2,10/24/2035,499,35,4315
جيدة,5,10/25/2035,2120,53,4316
ممتازة,4,10/26/2035,3268,2,4317
خدمة رائعة,1,10/27/2035,2510,84,4318
جيدة,4,10/28/2035,4822,61,4319
ممتازة,4,10/29/2035,4754,44,4320
خدمة رائعة,2,10/30/2035,3245,53,4321
جيدة,1,10/31/2035,3179,48,4322
ممتازة,2,11/1/2035,707,53,4323
خدمة رائعة,1,11/2/2035,623,69,4324
جيدة,4,11/3/2035,176,73,4325
ممتازة,2,11/4/2035,1570,40,4326
خدمة رائعة,4,11/5/2035,2479,64,4327
جيدة,5,11/6/2035,3407,58,4328
ممتازة,2,11/7/2035,3046,38,4329
خدمة رائعة,3,11/8/2035,1045,36,4330
جيدة,1,11/9/2035,711,75,4331
ممتازة,2,11/10/2035,3936,78,4332
خدمة رائعة,4,11/11/2035,4502,77,4333
جيدة,2,11/12/2035,199,77,4334
ممتازة,3,11/13/2035,3359,29,4335
خدمة رائعة,1,11/14/2035,1988,69,4336
جيدة,1,11/15/2035,502,85,4337
ممتازة,1,11/16/2035,2448,28,4338
خدمة رائعة,3,11/17/2035,2213,33,4339
جيدة,3,11/18/2035,3123,13,4340
ممتازة,5,11/19/2035,2905,97,4341
خدمة رائعة,5,11/20/2035,1435,97,4342
جيدة,1,11/21/2035,905,41,4343
ممتازة,4,11/22/2035,1135,81,4344
خدمة رائعة,3,11/23/2035,2096,25,4345
جيدة,5,11/24/2035,1533,31,4346
ممتازة,2,11/25/2035,195,49,4347
خدمة رائعة,3,11/26/2035,1615,2,4348
جيدة,2,11/27/2035,4011,29,4349
ممتازة,1,11/28/2035,3466,67,4350
خدمة رائعة,4,11/29/2035,1123,95,4351
جيدة,5,11/30/2035,3969,56,4352
ممتازة,1,12/1/2035,26,11,4353
خدمة رائعة,2,12/2/2035,1099,64,4354
جيدة,5,12/3/2035,4805,94,4355
ممتازة,1,12/4/2035,572,78,4356
خدمة رائعة,1,12/5/2035,928,98,4357
جيدة,1,12/6/2035,1127,48,4358
ممتازة,3,12/7/2035,2053,70,4359
خدمة رائعة,5,12/8/2035,2908,36,4360
جيدة,2,12/9/2035,3565,65,4361
ممتازة,3,12/10/2035,26,16,4362
خدمة رائعة,2,12/11/2035,3306,91,4363
جيدة,4,12/12/2035,4114,46,4364
ممتازة,2,12/13/2035,378,47,4365
خدمة رائعة,1,12/14/2035,1442,89,4366
جيدة,5,12/15/2035,2626,7,4367
ممتازة,2,12/16/2035,2762,90,4368
خدمة رائعة,1,12/17/2035,4920,25,4369
جيدة,1,12/18/2035,1546,84,4370
ممتازة,1,12/19/2035,1253,4,4371
خدمة رائعة,2,12/20/2035,848,54,4372
جيدة,4,12/21/2035,632,96,4373
ممتازة,4,12/22/2035,4962,86,4374
خدمة رائعة,4,12/23/2035,4078,65,4375
جيدة,1,12/24/2035,1658,8,4376
ممتازة,4,12/25/2035,4375,28,4377
خدمة رائعة,2,12/26/2035,3900,38,4378
جيدة,3,12/27/2035,4149,81,4379
ممتازة,3,12/28/2035,3182,36,4380
خدمة رائعة,2,12/29/2035,4672,43,4381
جيدة,4,12/30/2035,802,44,4382
ممتازة,1,12/31/2035,749,11,4383
خدمة رائعة,1,1/1/2036,1432,85,4384
جيدة,5,1/2/2036,4361,9,4385
ممتازة,5,1/3/2036,4145,76,4386
خدمة رائعة,4,1/4/2036,590,28,4387
جيدة,2,1/5/2036,539,61,4388
ممتازة,1,1/6/2036,3355,70,4389
خدمة رائعة,2,1/7/2036,2197,100,4390
جيدة,2,1/8/2036,1854,28,4391
ممتازة,1,1/9/2036,326,36,4392
خدمة رائعة,5,1/10/2036,1568,86,4393
جيدة,3,1/11/2036,4403,1,4394
ممتازة,2,1/12/2036,739,58,4395
خدمة رائعة,5,1/13/2036,852,50,4396
جيدة,3,1/14/2036,4160,21,4397
ممتازة,5,1/15/2036,3995,81,4398
خدمة رائعة,5,1/16/2036,958,84,4399
جيدة,2,1/17/2036,4435,8,4400
ممتازة,1,1/18/2036,2497,13,4401
خدمة رائعة,4,1/19/2036,302,56,4402
جيدة,1,1/20/2036,2342,36,4403
ممتازة,3,1/21/2036,4456,26,4404
خدمة رائعة,3,1/22/2036,3208,22,4405
جيدة,1,1/23/2036,1430,30,4406
ممتازة,2,1/24/2036,1307,54,4407
